cog.002538	arCOG00774	I	Mch	Mesaconyl-CoA hydratase (Acyl dehydratase family)
cog.002253	arCOG00774	I	Mch	Mesaconyl-CoA hydratase (Acyl dehydratase family)
cog.002399	arCOG00674	I	PgsA	Phosphatidylglycerophosphate synthase
cog.002966	arCOG04853	K	-	Predicted metal-binding transcription factor
cog.003072	-	L	-	Helix-hairpin-helix domain
cog.002492	arCOG00704	O	AprE	Surface layer-associated subtilisin-like serine protease
cog.002887	arCOG01213	R	Cof	HAD superfamily hydrolase
cog.002679	-	S	-	Uncharacterized membrane protein
cog.003210	arCOG03597	S	-	Uncharacterized protein, DUF2769 family
cog.000542	arCOG03902	X	-	IS4 transposase
cog.002632	arCOG01046	F	Adk	Adenylate kinase or related kinase
cog.002861	arCOG04270	K	-	Transcription initiation factor IIE like protein, HTH fused to zinc finger
cog.002207	arCOG01030	R	-	Predicted kinase related to galactokinase and mevalonate kinase
cog.001359	arCOG06747	R	-	SIR2 superfamily protein
cog.002764	-	S	-	Uncharacterized  protein
cog.002829	arCOG14997	S	-	Uncharacterized membrane protein
cog.003140	-	S	-	Uncharacterized protein
cog.002353	-	S	-	Uncharacterized protein
cog.000513	arCOG01278	I	PaaJ	Acetyl-CoA acetyltransferase
cog.002849	arCOG02584	R	-	Fe-S-cluster containining protein
cog.002803	-	S	-	Uncharacterized protein
cog.005447	-	S	-	Uncharacterized protein
cog.009094	-	S	-	Uncharacterized protein
cog.002049	-	S	-	Uncharacterized protein
cog.001278	arCOG02221	V	-	PIN domain containing protein
cog.002779	arCOG00245	E	TyrA	Prephenate dehydrogenase
cog.001908	-	S	-	Uncharacterized membrane protein
cog.000154	-	S	-	Uncharacterized protein
cog.005118	-	S	-	Uncharacterized protein
cog.004060	arCOG02487	M	-	Cell surface protein
cog.003547	arCOG02559	M	-	Cell surface protein
cog.004064	-	S	-	Uncharacterized membrane protein
cog.004396	-	S	-	Uncharacterized membrane protein
cog.004095	arCOG01668	P	-	DsrE/DsrF-like family
cog.004155	-	S	-	Uncharacterized protein
cog.012398	-	S	-	Uncharacterized protein
cog.005875	-	S	-	Uncharacterized protein
cog.003854	arCOG06073	C	PckA	Phosphoenolpyruvate carboxykinase (ATP)
cog.002974	arCOG00883	K	HepA	Superfamily II DNA/RNA helicase, SNF2 family
cog.003544	arCOG02718	S	-	Predicted membrane protein, DUF131 family
cog.003459	-	S	-	Uncharacterized domain
cog.003914	-	S	-	Uncharacterized domain
cog.003638	arCOG04417	S	-	Zn-ribbon containing protein
cog.003082	arCOG02242	K	Sta1	Viral transcriptional activator, contains HTH domain
cog.003286	arCOG00280	L	-	HerA helicase, C-terminal region
cog.003503	arCOG02007	O	-	Prenyltransferase family protein containing thioredoxin domain
cog.003627	arCOG01931	R	-	Predicted metal-dependent hydrolase of the TIM-barrel fold
cog.002783	arCOG03038	R	-	TPR repeats containing protein
cog.003798	-	S	-	Membrane domain of surface protein
cog.002367	-	S	-	Uncharacterized membrane protein
cog.010631	-	S	-	Uncharacterized membrane protein
cog.002992	-	S	-	Uncharacterized protein
cog.003215	-	S	-	Uncharacterized protein
cog.003254	-	S	-	Uncharacterized protein
cog.003648	-	S	-	Uncharacterized protein
cog.003762	-	S	-	Uncharacterized protein
cog.003700	-	S	-	Uncharacterized protein
cog.003158	arCOG00333	C	HdrD	CoB--CoM heterodisulfide reductase subunit D, GlpC family
cog.003261	arCOG02475	C	FrhD	Coenzyme F420-reducing hydrogenase, delta subunit
cog.002580	arCOG00249	I	FadB	3-hydroxyacyl-CoA dehydrogenase, some fused to Enoyl-CoA hydratase
cog.002820	-	R	-	LEM-like domain of lamina-associated polypeptide 2 (LAP2) and similar proteins
cog.003381	arCOG03733	S	-	Uncharacterized coiled-coil protein
cog.003368	-	S	-	Uncharacterized protein
cog.003556	-	S	-	Uncharacterized protein
cog.003572	-	S	-	Uncharacterized protein
cog.003453	-	S	-	Uncharacterized protein
cog.002622	arCOG02242	K	-	Viral transcriptional activator, contains HTH domain
cog.002828	arCOG00322	O	TldE	Inactivated Zn-dependent protease, component of TldD/TldE system
cog.003289	arCOG01688	R	-	4VR domain
cog.003483	arCOG00621	S	-	Uncharacterized conserved DUF39 domain fused to ferredoxin domain
cog.003115	-	S	-	Uncharacterized protein
cog.003124	-	S	-	Uncharacterized protein
cog.003199	-	S	-	Uncharacterized protein
cog.003188	-	S	-	Uncharacterized protein
cog.003329	arCOG01917	S	-	Zn-ribbon domain containing protein
cog.002601	-	S	-	Zn-ribbon domain containing protein
cog.002286	arCOG02077	C	IscU	NifU homolog involved in Fe-S cluster formation
cog.002907	arCOG04702	R	-	Phospholipid-binding protein
cog.002716	-	S	-	Uncharacterized  protein
cog.003039	-	S	-	Uncharacterized protein
cog.002734	-	S	-	Uncharacterized protein
cog.002935	arCOG02460	C	NapF	Ferredoxin
cog.002805	arCOG00064	E	CarA	Carbamoylphosphate synthase small subunit
cog.002875	arCOG04280	K	NagC	Transcriptional regulator/sugar kinase
cog.002917	-	S	-	Uncharacterized protein
cog.001577	arCOG00818	V	AbrB	AbrB family transcriptional regulator
cog.004428	-	R	YgiQ	Radical SAM superfamily enzyme YgiQ
cog.002570	-	S	-	Uncharacterized  coiled-coil domain
cog.002940	arCOG00020	H	ThiD	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
cog.002810	arCOG01288	R	-	OB-fold domain and Zn-ribbon containing protein, possible acyl-CoA-binding protein
cog.003996	arCOG02444	R	-	Predicted permease
cog.004659	arCOG14691	S	-	Uncharacterized membrane protein, DUF1846 family
cog.003970	-	S	-	Uncharacterized protein
cog.003707	arCOG04321	S	-	Uncharacterized protein DUF711 family
cog.003949	arCOG02144	L	HHT1	Histones H3 and H4
cog.003051	arCOG01373	M	Gmd	GDP-D-mannose dehydratase
cog.002899	-	S	-	Membrane domain of surface protein
cog.003533	-	S	-	Uncharacterized protein
cog.003870	-	S	-	Uncharacterized protein
cog.003989	-	S	-	Uncharacterized protein
cog.003878	arCOG01312	S	-	Uncharacterized secreted protein
cog.004059	arCOG02312	V	SalY	ABC-type antimicrobial peptide transport system, permease component
cog.003632	arCOG06311	V	HalU	Predicted permease, implicated in Halocine C8 export
cog.003763	arCOG01223	H	CAB4	Phosphopantetheine adenylyltransferase
cog.003850	arCOG00374	K	-	Predicted membrane-associated or secreted trancriptional regulator
cog.003239	arCOG04157	L	Dcm	Site-specific DNA methylase
cog.003669	-	S	-	Coiled-coil protein fused to HTH domain
cog.002218	-	S	-	Uncharacterized domain
cog.003326	-	S	-	Uncharacterized protein
cog.003478	-	S	-	Uncharacterized protein
cog.003540	-	S	-	Uncharacterized protein
cog.003109	-	S	-	Uncharacterized protein
cog.002578	arCOG06817	V	-	CopG/RHH family DNA binding protein
cog.002850	arCOG00827	E	ArgA	Acetyltransferase (GNAT family)
cog.003661	arCOG00053	G	SgbH	3-hexulose-6-phosphate synthase or related protein
cog.003458	arCOG08649	L	-	Topoisomerase IB
cog.003460	arCOG01524	Q	-	Phytoene dehydrogenase or related enzyme
cog.003485	arCOG01688	R	-	Predicted transcriptional regulator
cog.003678	arCOG03045	R	-	TPR repeats containing protein
cog.003602	-	S	-	Membrane domain of surface protein
cog.003154	-	S	-	Uncharacterized coiled-coil protein
cog.003208	-	S	-	Uncharacterized membrane protein
cog.010996	arCOG04319	S	-	Uncharacterized membrane protein
cog.002750	-	S	-	Uncharacterized protein
cog.003023	-	S	-	Uncharacterized protein
cog.003048	-	S	-	Uncharacterized protein
cog.003065	-	S	-	Uncharacterized protein
cog.003221	-	S	-	Uncharacterized protein
cog.003251	-	S	-	Uncharacterized protein
cog.003259	-	S	-	Uncharacterized protein
cog.003291	-	S	-	Uncharacterized protein
cog.003341	-	S	-	Uncharacterized protein
cog.003507	-	S	-	Uncharacterized protein
cog.013779	-	S	-	Uncharacterized protein
cog.003190	-	S	-	Uncharacterized protein
cog.003362	arCOG04806	S	-	Uncharacterized protein
cog.002637	arCOG02344	T	Tar	Sensory protein
cog.002168	arCOG02312	V	SalY	ABC-type antimicrobial peptide transport system, permease component
cog.002065	arCOG02841	V	MdlB	ABC-type multidrug transport system, ATPase and permease component
cog.003343	arCOG01255	J	AlaS	Alanyl-tRNA synthetase homolog
cog.002815	arCOG02648	K	AcrR	Transcriptional regulator, TetR/AcrR family
cog.002972	-	S	-	Uncharacterized  protein
cog.003034	-	S	-	Uncharacterized membrane protein YeaQ/YmgE, transglycosylase-associated protein family
cog.003040	-	S	-	Uncharacterized protein
cog.003463	-	S	-	Uncharacterized protein
cog.003320	-	S	-	Zn-finger domain containing protein
cog.003021	-	U	-	Conserved region fused to Ras family GTPase
cog.002351	arCOG03177	K	MarR	Transcriptional regulator, MarR family
cog.001375	-	R	WbbJ	N-terminal membrane region assocated with acetyltransferasefrom isoleucine patch superfamily
cog.002987	arCOG04856	R	-	Predicted RNA-binding protein
cog.002928	-	S	-	Uncharacterized protein
cog.003235	-	S	-	Uncharacterized protein
cog.009894	-	S	-	Uncharacterized protein
cog.013945	-	S	-	Uncharacterized protein
cog.003074	-	S	-	Zn-ribbon domain
cog.011833	arCOG01534	E	DdpA	ABC-type transport system, substrate-binding component
cog.001487	arCOG02092	E	LeuA	Isopropylmalate/homocitrate/citramalate synthase
cog.002941	arCOG02840	L	PhrB	Deoxyribodipyrimidine photolyase
cog.002922	-	S	-	Uncharacterized protein
cog.002980	-	S	-	Uncharacterized protein
cog.002944	arCOG04337	S	-	Uncharacterized protein
cog.002893	-	S	-	Uncharacterized protein
cog.002689	arCOG03423	K	MarR	Transcriptional regulator
cog.002757	arCOG02447	S	-	Uncharacterized protein
cog.001806	arCOG00820	V	AbrB	AbrB family transcriptional regulator
cog.002256	arCOG15275	L	WbpG	N-acetyl sugar amidotransferase, WbpG, PP-loop ATPase superfamily
cog.001374	arCOG06769	R	-	Leucine-rich repeats domain
cog.001175	arCOG06811	V	-	Restriction endonuclease, HNH family
cog.003369	-	S	-	Membrane domain of surface protein
cog.004024	arCOG01958	P	Kch	Kef-type K+ transport system, predicted NAD-binding component
cog.009874	-	S	-	Uncharacterized protein
cog.003690	arCOG00974	J	RsmB	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family
cog.003619	arCOG00997	J	Tgt	Queuine/archaeosine tRNA-ribosyltransferase
cog.003876	arCOG01585	K	-	DNA-binding transcriptional regulator, Lrp family
cog.004015	arCOG02487	M	-	Cell surface protein
cog.004459	-	S	-	Uncharacterized membrane protein
cog.003376	-	S	-	Uncharacterized protein
cog.003511	-	S	-	Uncharacterized protein
cog.010434	-	S	-	Uncharacterized protein
cog.003880	arCOG00908	S	-	Uncharacterized protein
cog.004038	arCOG03788	V	-	LEA14-like desiccation related protein
cog.003414	arCOG03744	E	-	Predicted aspartyl protease
cog.003401	arCOG00093	F	PurF	Glutamine phosphoribosylpyrophosphate amidotransferase
cog.003175	-	L	-	Helix-hairpin-helix domain
cog.014131	-	S	-	Uncharacterized membrane protein
cog.002946	-	S	-	Uncharacterized protein
cog.003334	-	S	-	Uncharacterized protein
cog.003439	-	S	-	Uncharacterized protein
cog.003566	-	S	-	Uncharacterized protein
cog.003662	-	S	-	Uncharacterized protein
cog.003820	-	S	-	Uncharacterized protein
cog.003821	-	S	-	Uncharacterized protein
cog.006696	-	S	-	Uncharacterized protein
cog.007711	-	S	-	Uncharacterized protein
cog.013512	-	S	-	Uncharacterized protein
cog.003578	-	S	-	Uncharacterized protein
cog.003494	-	S	-	Uncharacterized protein
cog.003432	arCOG05233	S	-	Uncharacterized protein
cog.003484	arCOG07930	S	-	Zinc finger C2H2-type
cog.003526	-	D	FtsZ1_2	Cell division GTPase, C-terminal region
cog.002033	arCOG05363	E	-	CAAX family protease, possibly associated with type IV pili like system
cog.003652	arCOG05363	E	-	CAAX family protease, possibly associated with type IV pili like system
cog.002905	arCOG01051	G	TktA2	Transketolase
cog.003479	arCOG05741	L	-	ssDNA binding protein RPA14, OB-fold
cog.003233	arCOG00976	O	Pcm	Protein-L-isoaspartate carboxylmethyltransferase
cog.003379	arCOG03688	Q	osmC	Organic hydroperoxide reductase
cog.003518	arCOG01161	R	-	HAD superfamily hydrolase
cog.003255	arCOG06769	R	-	Leucine-rich repeats domain
cog.003466	arCOG06493	S	-	HEAT repeats containing protein
cog.003644	arCOG12659	S	-	SH3 domain containing protein
cog.002804	-	S	-	Uncharacterized domain
cog.003473	-	S	-	Uncharacterized membrane protein
cog.003191	-	S	-	Uncharacterized protein
cog.003452	-	S	-	Uncharacterized protein
cog.008140	-	S	-	Uncharacterized protein
cog.003464	-	S	-	Uncharacterized protein
cog.005522	-	S	-	Uncharacterized protein
cog.003260	-	V	-	Protein containing PD-D/ExK domain
cog.003226	arCOG04451	V	VapB3	RHH/copG family antitoxin
cog.003345	arCOG05363	E	-	CAAX family protease, possibly associated with type IV pili like system
cog.003247	arCOG01114	G	PpsA	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase
cog.003130	arCOG00187	J	Rli1	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains
cog.003195	arCOG00166	P	TupA	ABC-type tungstate transport system, periplasmic component
cog.013949	-	S	-	Uncharacterized coiled-coil protein
cog.009675	-	S	-	Uncharacterized coiled-coil protein
cog.001749	arCOG08126	S	-	Uncharacterized membrane protein
cog.003164	-	S	-	Uncharacterized protein
cog.003300	-	S	-	Uncharacterized protein
cog.003250	arCOG04985	S	-	Uncharacterized protein
cog.003185	arCOG06489	S	-	Uncharacterized protein
cog.003069	-	S	-	Uncharacterized protein
cog.002149	-	S	-	Uncharacterized protein
cog.003096	-	S	-	Uncharacterized protein
cog.003240	-	S	-	Zn-ribbon domain containing protein
cog.003295	arCOG01917	S	-	Zn-ribbon domain containing protein
cog.005057	-	U	-	Coiled-coil domain
cog.002326	arCOG02235	C	HdrA	Heterodisulfide reductase, subunit A or related polyferredoxin
cog.002394	arCOG03281	G	-	Glycosyl hydrolase family 57
cog.002676	arCOG01580	K	-	DNA-binding transcriptional regulator, Lrp family
cog.003063	-	K	-	HTH domain
cog.003009	arCOG05174	M	RfaG	Glycosyltransferase
cog.003004	-	S	-	Uncharacterized domain
cog.009706	-	S	-	Uncharacterized protein
cog.003146	arCOG02410	C	Mer	Coenzyme F420-dependent N5,N10-methylene tetrahydromethanopterin reductase or related flavin-dependent oxidoreductase
cog.005263	-	S	-	Uncharacterized protein
cog.009381	-	S	-	Uncharacterized protein
cog.002998	arCOG04127	J	Grc3	Polynucleotide 5'-kinase
cog.001878	arCOG03146	L	-	Intein/homing endonuclease
cog.002798	arCOG07337	G	LacZ	Beta-galactosidase/beta-glucuronidase
cog.004296	-	S	-	Uncharacterized protein
cog.004376	arCOG08628	G	-	Beta-L-arabinofuranosidase
cog.004216	-	S	-	Uncharacterized protein
cog.003019	-	S	-	Uncharacterized protein with Ig-like domain
cog.003764	arCOG00228	H	MopI	Molybdopterin-binding protein
cog.003605	arCOG08934	P	-	Alkylhydroperoxidase family enzyme
cog.003923	arCOG03072	P	MnhC	Multisubunit Na+/H+ antiporter, MnhC subunit
cog.003609	-	S	-	Uncharacterized protein
cog.003660	-	S	-	Uncharacterized protein
cog.003610	-	S	-	Uncharacterized protein
cog.003742	-	S	-	Uncharacterized protein
cog.003522	arCOG07337	G	LacZ	Beta-galactosidase/beta-glucuronidase
cog.003823	-	S	-	Uncharacterized coiled-coil protein
cog.002277	-	S	-	Uncharacterized protein
cog.003405	-	S	-	Uncharacterized protein
cog.003624	-	S	-	Uncharacterized protein
cog.003732	-	S	-	Uncharacterized protein
cog.003999	-	S	-	Uncharacterized protein
cog.004000	-	S	-	Uncharacterized protein
cog.004946	-	S	-	Uncharacterized protein
cog.003454	-	U	-	Adaptin_C domain
cog.010207	arCOG02312	V	SalY	ABC-type antimicrobial peptide transport system
cog.001701	arCOG07760	E	-	Peptidase family C25
cog.003370	arCOG01847	E	CysE	Serine acetyltransferase
cog.003715	arCOG01585	K	-	DNA-binding transcriptional regulator, Lrp family
cog.003622	arCOG02611	K	-	Transcriptional regulator, implicated in bacteriocin system regulation, contains HTH domain
cog.003835	arCOG01165	L	-	DNA topoisomerase VI
cog.001431	arCOG03871	N	-	Pilin/Flagellin
cog.003407	-	S	-	Uncharacterized  protein
cog.009734	-	S	-	Uncharacterized domain
cog.013260	arCOG02879	S	-	Uncharacterized membrane protein
cog.003316	-	S	-	Uncharacterized protein
cog.003583	-	S	-	Uncharacterized protein
cog.003655	-	S	-	Uncharacterized protein
cog.003723	-	S	-	Uncharacterized protein
cog.003839	-	S	-	Uncharacterized protein
cog.007321	-	S	-	Uncharacterized protein
cog.003371	-	S	-	Uncharacterized protein
cog.003360	arCOG03782	S	-	Uncharacterized protein
cog.003266	arCOG02041	V	-	Protein containing Fe-S cluster, metallopeptidase and nuclease domain of phospholipase D family 
cog.002403	arCOG04044	E	-	Xylose isomerase-like TIM barrel
cog.002636	arCOG01900	G	IolE	Sugar phosphate isomerase/epimerase
cog.002930	arCOG01843	I	-	Sterol carrier protein
cog.003104	arCOG01585	K	-	DNA-binding transcriptional regulator, Lrp family
cog.003618	-	K	MarR	DNA-binding transcriptional regulator, MarR family
cog.003317	arCOG01808	N	TadC	Pilus assembly protein TadC
cog.003256	arCOG01094	P	Bfr	Bacterioferritin (cytochrome b1)
cog.003558	arCOG01141	R	-	ICC-like phosphoesterase
cog.003671	-	S	-	Coiled-coil domain
cog.003007	-	S	-	Uncharacterized low complexity domain
cog.003097	arCOG13715	S	-	Uncharacterized membrane protein
cog.003056	-	S	-	Uncharacterized protein
cog.003411	-	S	-	Uncharacterized protein
cog.001986	arCOG07201	S	-	Uncharacterized protein
cog.003088	-	S	-	Uncharacterized protein
cog.003166	-	S	-	Uncharacterized protein
cog.003265	arCOG04866	S	-	Uncharacterized protein
cog.003322	-	S	-	Zinc finger domain containing protein
cog.003212	arCOG00762	C	-	Formylmethanofuran dehydrogenase subunit E
cog.003196	arCOG00255	E	PheA	Prephenate dehydratase
cog.003388	arCOG00455	E	ProC	Pyrroline-5-carboxylate reductase
cog.003012	arCOG04196	E	TnaA	Tryptophanase
cog.002243	-	M	-	Ig-like domain of cell surface protein
cog.004874	arCOG07677	R	-	Catecholamine-binding domain (DOMON) containing protein
cog.003020	-	S	-	Uncharacterized protein
cog.003064	-	S	-	Uncharacterized protein
cog.003150	-	S	-	Uncharacterized protein
cog.003354	-	S	-	Uncharacterized secreted protein
cog.002975	arCOG03794	H	FmnP	Riboflavin transporter FmnP
cog.002915	arCOG09736	S	-	Uncharacterized membrane protein
cog.002726	arCOG05412	G	BglB	Beta-glucosidase/6-phospho-beta-glucosidase/beta-galactosidase
cog.002525	arCOG02492	R	-	Secreted protein, with WD40 repeat domain
cog.002926	-	S	-	Uncharacterized protein
cog.001644	-	S	-	Uncharacterized domain
cog.002732	arCOG00368	L	SbcC	ATPase involved in DNA repair, SbcC
cog.003448	-	S	-	Uncharacterized membrane protein
cog.007035	-	S	-	Uncharacterized protein
cog.004358	arCOG12680	M	OafA	Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains
cog.003779	arCOG01073	L	-	NUDIX family hydrolase
cog.003675	arCOG02189	C	NapF	HTH containing ranscriptional regulator fused to ferredoxin domain
cog.004146	arCOG00264	C	YedY	Periplasmic DMSO/TMAO reductase YedYZ, molybdopterin-dependent catalytic subunit
cog.003429	arCOG00603	F	PyrD	Dihydroorotate dehydrogenase
cog.004017	arCOG01522	H	HemY	Protoporphyrinogen oxidase
cog.004590	-	R	-	DinB/YfiT family hydrolase
cog.004077	arCOG15224	S	-	Uncharacterized protein
cog.004268	arCOG02838	T	-	FIST_N domain containing protein
cog.004086	arCOG01979	C	CdhE	CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)
cog.004254	arCOG02189	C	NapF	HTH containing ranscriptional regulator fused to ferredoxin domain
cog.003327	arCOG00027	E	MfnA	L-tyrosine decarboxylase, PLP-dependent protein
cog.003430	arCOG07661	G	NolL	Fucose 4-O-acetylase or related acetyltransferase
cog.002845	arCOG02852	P	{NirD}	Ferredoxin subunit of nitrite reductase or ring-hydroxylating dioxygenase
cog.003346	-	S	-	Uncharacterized protein
cog.003550	-	S	-	Uncharacterized protein
cog.003885	-	S	-	Uncharacterized protein
cog.010409	-	S	-	Uncharacterized protein
cog.001963	-	S	-	Uncharacterized protein with Ig-like domain
cog.003803	arCOG05191	S	-	Uncharacterized protein, DUF2156 family
cog.002970	arCOG01436	E	ThrC	Threonine synthase
cog.003249	arCOG07452	G	Chb	N-acetyl-beta-hexosaminidase
cog.004047	arCOG10205	I	-	Zinc dependent phospholipase C/S1-P1 nuclease
cog.004036	-	J	HflX	50S ribosomal subunit-associated GTPase HflX 
cog.002514	arCOG03931	K	-	ArsR-like HTH and PAS domain
cog.002952	arCOG02444	R	-	Predicted permease, implicated in Halocine C8 export
cog.003332	-	S	-	Uncharacterized protein
cog.003527	-	S	-	Uncharacterized protein
cog.003950	-	S	-	Uncharacterized protein
cog.005475	-	S	-	Uncharacterized protein
cog.013526	-	S	-	Uncharacterized protein
cog.004046	-	S	-	Uncharacterized protein
cog.003201	-	E	-	Peptidase C25 family N-terminal domain
cog.003083	arCOG01647	E	-	Serine protease of the peptidase family S9A
cog.003650	-	G	-	glycosyl hydrolase family 36 (GH36)
cog.003456	arCOG01589	H	RimK	RimK PreATP-grasp domain
cog.003120	arCOG02038	K	-	Sugar-specific transcriptional regulator TrmB
cog.006030	arCOG00280	L	-	HerA helicase
cog.003539	arCOG01394	M	MurG	UDP-N-acetylglucosamine:LPS N-acetylglucosamine transferase
cog.002894	arCOG02911	N	-	Predicted pilin/flagellin
cog.003532	-	S	-	Uncharacterized domain
cog.003404	-	S	-	Uncharacterized membrane protein
cog.003357	-	S	-	Uncharacterized protein
cog.003467	-	S	-	Uncharacterized protein
cog.003593	-	S	-	Uncharacterized protein
cog.003766	-	S	-	Uncharacterized protein
cog.003774	-	S	-	Uncharacterized protein
cog.003406	-	S	-	Uncharacterized protein
cog.003673	-	S	-	Uncharacterized protein
cog.003427	-	S	-	Uncharacterized protein
cog.002062	-	S	-	Zn-ribbon domain
cog.003315	arCOG02312	V	SalY	ABC-type antimicrobial peptide transport system, permease component
cog.003591	-	X	-	Membrane peptidase
cog.003625	-	K	-	HTH domain containing transcriptional regulator
cog.003179	arCOG00224	K	LysR	Transcriptional regulator (LysR family)
cog.003450	arCOG01375	M	FlaA1	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC
cog.003139	arCOG07679	O	-	HSP70-class ATPase
cog.003684	arCOG03439	R	-	von Willebrand factor type A (vWA) domain containing protein
cog.002666	-	S	-	Uncharacterized membrane protein
cog.002836	-	S	-	Uncharacterized protein
cog.003521	arCOG03260	S	-	Uncharacterized protein
cog.003597	-	S	-	Uncharacterized protein
cog.002747	-	S	-	Uncharacterized protein
cog.001869	arCOG04464	E	HgdB	Benzoyl-CoA reductase/2-hydroxyglutaryl-CoA dehydratase subunit
cog.003397	arCOG02255	E	DapF	Diaminopimelate epimerase/Proline racemase
cog.003029	arCOG00143	G	-	MFS family permease
cog.001896	arCOG00239	I	CaiD	Enoyl-CoA hydratase/carnithine racemase
cog.003350	arCOG01411	M	RfaG	Glycosyltransferase
cog.003243	arCOG02427	M	{ManC}	Mannose-1-phosphate guanylyltransferase fused to cupin domain
cog.003373	arCOG07674	P	-	Predicted ferric reductase
cog.002107	-	S	-	Uncharacterized membrane protein
cog.003128	-	S	-	Uncharacterized protein
cog.003094	-	S	-	Uncharacterized protein
cog.003197	arCOG00861	E	LysC	Aspartokinase
cog.002590	arCOG01260	I	FabG	Short-chain alcohol dehydrogenase
cog.002204	arCOG03158	L	-	Intein/homing endonuclease
cog.003102	-	S	-	Uncharacterized protein
cog.003071	arCOG01880	I	SEC59	Dolichol kinase
cog.003078	-	S	-	Uncharacterized protein
cog.002631	arCOG00567	M	ArnT	Glycosyltransferase of PMT family
cog.007837	-	S	-	Uncharacterized protein
cog.001943	-	S	-	Uncharacterized protein
cog.001340	-	S	-	Coiled-coil domain
cog.004653	-	S	-	Zn ribbon domain 
cog.005926	-	R	-	Steroid 5-alpha reductase family enzyme
cog.004041	arCOG00024	C	GlpK	Glycerol kinase
cog.004202	-	M	NlpD	Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, contain LysM domain 
cog.004468	-	S	-	Uncharacterized domain
cog.003938	-	S	-	Uncharacterized protein
cog.004605	-	S	-	Uncharacterized protein
cog.003784	-	S	-	Zinc finger protein (C2CH type)
cog.010282	arCOG01534	E	DdpA	ABC-type transport system, substrate-binding component
cog.004097	arCOG02876	G	CDA1	Peptidoglycan/xylan/chitin deacetylase, PgdA/CDA1 family
cog.002880	arCOG03242	L	RecF	Recombinational DNA repair ATPase RecF
cog.011743	-	R	-	DinB/YfiT family hydrolase
cog.004233	arCOG04418	R	-	Predicted HTH domain
cog.003859	-	S	-	Uncharacterized conserved coiled-coil protein
cog.002954	-	S	-	Uncharacterized protein
cog.003930	-	S	-	Uncharacterized protein
cog.004072	-	S	-	Uncharacterized protein
cog.004360	-	S	-	Uncharacterized protein
cog.004677	-	S	-	Uncharacterized protein
cog.003848	arCOG04992	S	-	Uncharacterized protein
cog.004236	-	S	-	Uncharacterized protein
cog.003737	arCOG02722	H	-	Glutamate-cysteine ligase family 2(GCS2)
cog.007783	arCOG01767	I	PksG	3-hydroxy-3-methylglutaryl CoA synthase, C-terminal region
cog.003218	-	I	-	Lysophospholipid Acyltransferase
cog.002368	arCOG01383	M	-	Glycosyl transferase family 2
cog.004008	-	S	-	Uncharacterized domain
cog.003875	-	S	-	Uncharacterized protein
cog.003928	arCOG05144	S	-	Uncharacterized protein
cog.003631	-	S	-	von Willebrand factor type A (vWA) domain
cog.010859	arCOG02841	V	MdlB	ABC-type multidrug transport system (N-terminal region)
cog.003520	-	C	FixC	Dehydrogenase (flavoprotein) 
cog.003706	arCOG01749	C	FumC	Fumarase
cog.003699	arCOG01880	I	SEC59	Dolichol kinase
cog.003614	-	K	-	General transcription factor TFIIH, vWA domain fused to RING finger and  Zn ribbon domains
cog.003943	arCOG02173	O	NrdG	Organic radical activating enzyme
cog.003508	-	O	Def	Peptide deformylase 
cog.003814	arCOG03391	R	-	Membrane-bound metal-dependent hydrolase YbcI, DUF457 family
cog.003900	arCOG04510	S	-	Metal-binding domain
cog.003829	-	S	-	Two Zn ribbon domains containing protein
cog.003462	-	S	-	Uncharacterized protein
cog.003695	-	S	-	Uncharacterized protein
cog.003783	-	S	-	Uncharacterized protein
cog.003879	-	S	-	Uncharacterized protein
cog.003549	-	S	-	Uncharacterized protein
cog.005392	-	S	-	Uncharacterized protein
cog.003523	arCOG07392	V	-	Restriction-modification system component, N-6 DNA Methylase
cog.003775	arCOG04393	E	DapB	Dihydrodipicolinate reductase
cog.003092	arCOG11398	E	-	Peptidase family C39
cog.003677	arCOG01259	I	FabG	Short-chain alcohol dehydrogenase
cog.003716	arCOG00350	J	RbgA	Ribosome biogenesis GTPase A
cog.003729	arCOG02099	K	TroR	Mn-dependent transcriptional regulator (DtxR family)
cog.002832	arCOG03181	K	MarR	Transcriptional regulator, MarR family
cog.003567	arCOG02144	L	HHT1	Histones H3 and H4
cog.005351	arCOG00302	R	-	Metal-dependent phosphoesterase (PHP family)
cog.003153	-	S	-	Uncharacterized coiled-coil protein
cog.003440	arCOG08188	S	-	Uncharacterized membrane protein
cog.003223	-	S	-	Uncharacterized protein
cog.003552	-	S	-	Uncharacterized protein
cog.010405	-	S	-	Uncharacterized protein
cog.003860	-	S	-	Zn ribbon domain 
cog.002718	-	S	-	Zn-ribbon domain
